Sphere 1x,Sphere 1y,Sphere 1z,Sphere 2x,Sphere 2y,Sphere 2z,Sphere 3x,Sphere 3y,Sphere 3z,Sphere 4x,Sphere 4y,Sphere 4z,Sphere 5x,Sphere 5y,Sphere 5z,Sphere 6x,Sphere 6y,Sphere 6z,Sphere 7x,Sphere 7y,Sphere 7z,Sphere 8x,Sphere 8y,Sphere 8z,Sphere 9x,Sphere 9y,Sphere 9z,Sphere 10x,Sphere 10y,Sphere 10z,ME_Coupling_coefficient_pred
10.32675798,-27.7063097,-19.73657834,21.16700576,26.14147274,3.252087369,-15.70262097,24.49240129,23.18300903,-21.67951889,26.15710284,-4.649815685,-18.82769756,15.1374502,-0.95357668,-8.206836665,-1.491680224,-9.207585727,25.50933806,22.75810395,-4.865158896,25.312428,-30,-29.49298555,-0.84108472,-13.72684842,16.39097526,6.845557232,0.26889047,-3.381511774,81.392944
9.98539567,-28.17593814,-19.7016791,20.86894208,27.67077433,4.100873924,-13.73735419,24.00929407,24.56265266,-21.12074325,27.99102771,-5.388305424,-17.47574969,14.18738902,-2.921818641,-10.79594842,0.858527211,-9.962837583,23.79056894,22.94901738,-3.405179646,26.91485506,-27.46223438,-27.79068711,-1.283047453,-14.48326041,15.56232919,7.091577413,-1.160928128,-3.94419003,80.96469
10.103,-27.261,-20.55,20.459,27.515,4.73,-13.713,23.093,22.793,-21.632,26.981,-4.711,-18.095,14.907,-1.018,-8.774,-1.97,-10.13,24.432,21.909,-4.216,25.86,-29.192,-27.274,-1.532,-13.847,16.216,7.404,-1.094,-4.633,80.938614
7.204757985,-22.5063097,16.12442166,2.292005757,4.35447274,14.44708737,-11.79362097,14.95640129,26.53400903,-25.81551889,27.53410284,27.75018431,-30,8.452450201,-12.97957668,26.78616333,-16.56868022,12.82741427,4.085338056,-26.82189605,-27.3331589,14.763428,-20.06701975,-18.11598555,24.73991528,16.53715158,15.89297526,9.120557232,-4.40910953,27.51248823,75.592964
6.981,-22.061,15.311,1.584,5.728,15.925,-9.804,13.557,26.144,-25.768,28.358,27.689,-29.586,8.222,-13.044,26.219,-17.047,11.905,3.008,-27.671,-26.684,15.311,-18.443,-15.897,24.049,16.417,15.718,9.679,-5.772,26.261,75.11945
6.86339567,-22.97593814,16.1593209,1.993942076,5.883774333,15.29587392,-9.828354187,14.47329407,27.91365266,-25.25674325,29.36802771,27.01169458,-28.96674969,7.502389024,-14.94781864,24.19705158,-14.21847279,12.07216242,2.366568942,-26.63098262,-25.87317965,16.36585506,-16.71323438,-16.41368711,24.29795255,15.78073959,15.06432919,9.366577413,-5.838928128,26.94980997,74.92836
-18.60324202,-13.2293097,5.60142166,20.98800576,17.32547274,8.907087369,-27.03662097,30,-4.708990968,7.960481112,12.81010284,10.06818431,-28.16369756,-16.7995498,-22.91257668,21.96616333,-7.190680224,15.09541427,29.25833806,9.487103955,-30,-2.359571996,-14.33501975,18.59401445,-3.12708472,-3.350848418,17.86597526,17.64155723,15.00089047,-5.013511774,74.84214
-18.827,-12.784,4.788,20.28,18.699,10.385,-25.047,29.394,-5.099,8.008,13.634,10.007,-27.431,-17.03,-22.977,21.399,-7.669,14.173,28.181,8.638,-29.549,-1.812,-12.711,20.813,-3.818,-3.471,17.691,18.2,13.638,-6.265,74.01241
26.89975798,-18.3643097,12.26742166,-10.55999424,25.72947274,-23.28091263,-26.03762097,23.42240129,-13.26099097,-20.66551889,-29.18089716,-13.50381569,-9.593697559,-23.4995498,-23.21157668,22.77416333,-13.36268022,-13.24358573,14.10833806,19.22410395,-16.2451589,22.068428,2.795980252,-18.64598555,-11.96008472,-8.919848418,18.22497526,0.100557232,-17.29610953,22.51548823,73.82949
-18.48624202,-13.6173097,29.07842166,0.223005757,11.74547274,-21.62291263,17.86337903,14.94940129,-4.430990968,10.11848111,-8.220897164,8.299184315,-3.740697559,9.037450201,2.90242332,8.458163335,-27.35668022,3.742414273,21.97533806,7.467103955,19.6388411,-7.480571996,-15.62001975,-27.61598555,-2.65408472,-21.00684842,-14.38902474,19.23155723,22.26189047,18.31848823,73.76317
-18.94460433,-13.69893814,5.636320902,20.68994208,18.85477433,9.755873924,-25.07135419,30,-3.329347337,8.519256746,14.64402771,9.329694576,-26.81174969,-17.74961098,-24.88081864,19.37705158,-4.840472789,14.34016242,27.53956894,9.678017377,-28.73817965,-0.757144941,-10.98123438,20.29631289,-3.569047453,-4.107260413,17.03732919,17.88757741,13.57107187,-5.57619003,73.686844
26.55839567,-18.83393814,12.3023209,-10.85805792,27.25877433,-22.43212608,-24.07235419,22.93929407,-11.88134734,-20.10674325,-27.34697229,-14.24230542,-8.241749687,-24.44961098,-25.17981864,20.18505158,-11.01247279,-13.99883758,12.38956894,19.41501738,-14.78517965,23.67085506,6.14976562,-16.94368711,-12.40204745,-9.676260413,17.39632919,0.346577413,-18.72592813,21.95280997,73.68471
26.676,-17.919,11.454,-11.268,27.103,-21.803,-24.048,22.023,-13.651,-20.618,-28.357,-13.565,-8.861,-23.73,-23.276,22.207,-13.841,-14.166,13.031,18.375,-15.596,22.616,4.42,-16.427,-12.651,-9.04,18.05,0.659,-18.659,21.264,73.612236
-18.71,-13.172,28.265,-0.485,13.119,-20.145,19.853,13.55,-4.821,10.166,-7.397,8.238,-3.008,8.807,2.838,7.891,-27.835,2.82,20.898,6.618,20.288,-6.933,-13.996,-25.397,-3.345,-21.127,-14.564,19.79,20.899,17.067,73.25318
-18.82760433,-14.08693814,29.1133209,-0.075057924,13.27477433,-20.77412608,19.82864581,14.46629407,-3.051347337,10.67725675,-6.386972291,7.560694576,-2.388749687,8.087389024,0.934181359,5.869051582,-25.00647279,2.987162417,20.25656894,7.658017377,21.09882035,-5.878144941,-12.26623438,-25.91368711,-3.096047453,-21.76326041,-15.21767081,19.47757741,20.83207187,17.75580997,72.95131
18.66275798,-20.2863097,22.58242166,-11.92899424,2.87947274,-30,-10.74062097,-27.36659871,-29.29699097,-13.85351889,18.14210284,-10.13581569,-28.38469756,6.107450201,1.11742332,6.721163335,-17.15468022,22.21041427,8.727338056,30,10.5018411,-0.032571996,-21.50901975,-24.12698555,-15.00308472,-18.24084842,-12.61402474,15.40955723,12.02289047,-19.23251177,72.52081
-21.31724202,26.9826903,28.51842166,27.91300576,-0.96652726,-27.54591263,-18.61962097,6.384401294,-17.83799097,-17.52951889,18.11110284,0.531184315,20.56230244,20.6774502,-0.62157668,16.29916333,-29.37568022,-11.48758573,29.54733806,-16.96589605,-5.632158896,10.594428,0.178980252,-16.17798555,21.29191528,-10.42184842,-6.563024739,10.63055723,28.69489047,12.06448823,72.34742
23.68075798,-23.7483097,27.66142166,29.96700576,-10.85252726,-28.99291263,6.683379035,-5.015598706,0.871009032,14.34548111,27.75710284,18.93018431,22.03930244,-3.537549799,6.19442332,3.698163335,-16.68468022,28.34741427,-23.11166194,12.19010395,-24.0701589,16.649428,1.822980252,-9.525985555,-16.45608472,0.442151582,9.456975261,-3.018442768,18.91389047,-10.63051177,72.28685
18.439,-19.841,21.769,-12.637,4.253,-29.645,-8.751,-28.766,-29.687,-13.806,18.966,-10.197,-27.652,5.877,1.053,6.154,-17.633,21.288,7.65,29.517,11.151,0.515,-19.885,-21.908,-15.694,-18.361,-12.789,15.968,10.66,-20.484,72.23519
-10.43524202,15.1766903,-20.04257834,24.03200576,-8.83152726,-3.461912631,-9.975620965,-18.06359871,-13.07199097,-15.63151889,16.19010284,24.39718431,-27.71569756,-2.263549799,15.16342332,-0.896836665,-25.60668022,8.453414273,8.022338056,20.85310395,-14.6321589,9.610428004,-8.351019748,1.615014445,-11.29308472,-29.87784842,15.20697526,-10.12544277,29.44189047,-13.16251177,72.22246
18.32139567,-20.75593814,22.6173209,-12.22705792,4.408774333,-30,-8.775354187,-27.84970593,-27.91734734,-13.29474325,19.97602771,-10.87430542,-27.03274969,5.157389024,-0.850818641,4.132051582,-14.80447279,21.45516242,7.008568942,30,11.96182035,1.569855059,-18.15523438,-22.42468711,-15.44504745,-18.99726041,-13.44267081,15.65557741,10.59307187,-19.79519003,72.022095
24.49975798,-19.2553097,13.53142166,9.374005757,-22.01052726,-13.65091263,1.891379035,-8.303598706,12.08300903,-2.433518888,-21.01289716,-13.70381569,-15.02669756,-5.250549799,28.33942332,4.130163335,-4.899680224,-14.33058573,15.51833806,0.321103955,25.2598411,11.894428,25.41998025,-3.921985555,21.50691528,-17.02284842,-26.07302474,24.40555723,5.33789047,1.856488226,71.728035
-21.541,27.428,27.705,27.205,0.407,-26.068,-16.63,4.985,-18.228,-17.482,18.935,0.47,21.295,20.447,-0.686,15.732,-29.854,-12.41,28.47,-17.815,-4.983,11.142,1.803,-13.959,20.601,-10.542,-6.738,11.189,27.332,10.813,71.684944
28.79575798,-12.5593097,0.45242166,23.42200576,-5.99052726,-16.06991263,-14.83162097,4.571401294,12.47000903,8.138481112,-29.23989716,-12.54881569,24.86230244,-0.115549799,-26.63657668,7.394163335,30,4.881414273,21.30633806,-4.105896045,-19.2501589,26.575428,7.572980252,20.14001445,-13.36708472,20.38115158,-20.72102474,-12.15444277,26.02789047,-8.944511774,71.6725
28.45439567,-13.02893814,0.487320902,23.12394208,-4.461225667,-15.22112608,-12.86635419,4.088294066,13.84965266,8.697256746,-27.40597229,-13.28730542,26.21425031,-1.065610976,-28.60481864,4.805051582,30,4.126162417,19.58756894,-3.914982623,-17.79017965,28.17785506,10.92676562,21.84231289,-13.80904745,19.62473959,-21.54967081,-11.90842259,24.59807187,-9.50719003,71.640366
-18.32724202,-11.3553097,-23.56557834,24.66000576,-23.19652726,23.27708737,-17.63662097,9.837401294,-22.74499097,-21.49551889,21.88810284,3.535184315,-16.90669756,-27.5865498,5.11942332,-5.951836665,-27.82168022,-9.491585727,-28.26366194,16.30210395,0.515841104,2.559428004,-11.39201975,-0.096985555,14.55491528,14.37415158,26.92997526,28.66255723,11.23389047,21.81448823,71.54362
23.457,-23.303,26.848,29.259,-9.479,-27.515,8.673,-6.415,0.481,14.393,28.581,18.869,22.772,-3.768,6.13,3.131,-17.163,27.425,-24.189,11.341,-23.421,17.197,3.447,-7.307,-17.147,0.322,9.282,-2.46,17.551,-11.882,71.54108
-21.65860433,26.51306186,28.5533209,27.61494208,0.562774333,-26.69712608,-16.65435419,5.901294066,-16.45834734,-16.97074325,19.94502771,-0.207305424,21.91425031,19.72738902,-2.589818641,13.71005158,-27.02547279,-12.24283758,27.82856894,-16.77498262,-4.172179646,12.19685506,3.53276562,-14.47568711,20.84995255,-11.17826041,-7.391670813,10.87657741,27.26507187,11.50180997,71.480095
28.572,-12.114,-0.361,22.714,-4.617,-14.592,-12.842,3.172,12.08,8.186,-28.416,-12.61,25.595,-0.346,-26.701,6.827,29.663,3.959,20.229,-4.955,-18.601,27.123,9.197,22.359,-14.058,20.261,-20.896,-11.596,24.665,-10.196,71.269806
23.33939567,-24.21793814,27.6963209,29.66894208,-9.323225667,-28.14412608,8.648645813,-5.498705934,2.250652663,14.90425675,29.59102771,18.19169458,23.39125031,-4.487610976,4.226181359,1.109051582,-14.33447279,27.59216242,-24.83043106,12.38101738,-22.61017965,18.25185506,5.17676562,-7.823687109,-16.89804745,-0.314260413,8.628329187,-2.772422587,17.48407187,-11.19319003,71.223976
24.15839567,-19.72493814,13.5663209,9.075942076,-20.48122567,-12.80212608,3.856645813,-8.786705934,13.46265266,-1.874743254,-19.17897229,-14.44230542,-13.67474969,-6.200610976,26.37118136,1.541051582,-2.549472789,-15.08583758,13.79956894,0.512017377,26.71982035,13.49685506,28.77376562,-2.219687109,21.06495255,-17.77926041,-26.90167081,24.65157741,3.908071872,1.29380997,71.15403
-10.659,15.622,-20.856,23.324,-7.458,-1.984,-7.986,-19.463,-13.462,-15.584,17.014,24.336,-26.983,-2.494,15.099,-1.464,-26.085,7.531,6.945,20.004,-13.983,10.158,-6.727,3.834,-11.984,-29.998,15.032,-9.567,28.079,-14.414,71.06825
23.72275798,-2.924309696,24.21442166,9.365005757,8.74747274,-12.99091263,8.503379035,18.45240129,-0.172990968,29.43948111,-7.346897164,-24.46481569,-20.56069756,16.3654502,-18.37357668,21.85516333,-17.10068022,-2.648585727,17.53233806,8.865103955,21.1478411,2.023428004,5.102980252,-3.280985555,-17.28108472,-17.73784842,7.331975261,-14.95644277,28.94489047,22.54348823,70.99713
24.276,-18.81,12.718,8.666,-20.637,-12.173,3.881,-9.703,11.693,-2.386,-20.189,-13.765,-14.294,-5.481,28.275,3.563,-5.378,-15.253,14.441,-0.528,25.909,12.442,27.044,-1.703,20.816,-17.143,-26.248,24.964,3.975,0.605,70.99059
