Sphere 1x,Sphere 1y,Sphere 1z,Sphere 2x,Sphere 2y,Sphere 2z,Sphere 3x,Sphere 3y,Sphere 3z,Sphere 4x,Sphere 4y,Sphere 4z,Sphere 5x,Sphere 5y,Sphere 5z,Sphere 6x,Sphere 6y,Sphere 6z,Sphere 7x,Sphere 7y,Sphere 7z,Sphere 8x,Sphere 8y,Sphere 8z,Sphere 9x,Sphere 9y,Sphere 9z,Sphere 10x,Sphere 10y,Sphere 10z,ME_Coupling_coefficient_pred
1.9376242543855486,0.3325684946752062,-0.18100654872960992,-1.189534153164853,3.0320206743933187,3.750892269109894,-0.1766803596430467,-0.5511749875041096,-0.9921585649347391,0.0022142792799169746,-2.9043956421969606,-0.9117789532683627,0.7817338448546797,1.959423701839097,-2.4855305081927845,-1.5943252140540256,3.500718279560906,-2.5098594960719676,2.238008355086203,-0.719026538853446,0.9308178289645117,2.097825225434822,2.0845952218672026,0.8520780011727065,-3.3154377657363137,-4.386099649664526,0.6374444251694198,-3.188590752049433,-1.7169670143765672,2.263435617015258,80.51586
0.676245795750632,0.028331045547431988,0.10962665743364505,-2.1591677692649203,2.6936397290141736,3.591753946853626,-0.7014664673903085,-0.48897452348079173,-0.2785801672408103,1.2037045028471163,-0.8640695025410391,0.7551778238372102,2.6267130766601374,0.9225244828500221,-3.7943321862895676,-2.4887099699544817,2.5891976158271492,0.9273766289471022,2.368579920769577,0.608090629130231,1.4298335418014179,2.3388046439821855,2.7334648887584994,2.4469489579286994,-2.746667865381274,-1.4682430917751486,-2.268126433519925,-1.6146676573338818,-1.7916560835991677,-0.43541220205472253,80.13199
1.672318139235097,0.2626329344487658,-0.12760221752233453,-0.8461498872651948,2.823283539459847,3.0981603736631165,-0.13613957504564986,-0.5436040502282231,-0.9452739387846079,0.003036700443237516,-2.7384235881922914,-0.9734386171839968,0.5598890524886518,1.8183652568622903,-1.926905525358922,-1.4554160529631748,3.0449229914749685,-2.3102912244350047,1.9377356519154265,-0.5782323808715735,0.7694965465777319,1.5690848193984452,1.7837734407087553,0.8425399616076201,-2.9015360790679177,-3.9652553331819824,0.6364909743704315,-2.782295690937983,-1.508232382838176,2.2243923693155203,79.92817
1.232458060823969,0.18822115119891222,-0.8019785538660442,-1.2477230333009879,-0.2803344863146129,3.3604286185555035,0.9271552779350236,-0.5112860197361088,0.47104102043627283,0.29452400006462,-0.8131938412643536,-0.2764466743667229,0.30767530483910166,1.413561913022876,-3.082058796373298,-1.1184028808771338,2.698842684173983,-1.06059299899417,1.679839812366764,-2.076172008355379,1.2994326375127174,4.94587497838785,2.424369193767359,-0.24439891987080806,-2.8002409240763506,-2.4975483378197,-0.7617582569360963,-2.4054206199309394,-0.46153110287938226,-0.6207448797650517,79.90621
1.5925468589464007,0.2567851227498522,-0.11061839180893844,-0.7418452159776582,2.7841704351164327,2.9351612205259094,-0.12857190112406477,-0.5636230394484847,-0.9450504809713449,0.0011601227082903114,-2.6833027624247743,-0.9979139532588259,0.4986502867720991,1.7813348580166177,-1.7955969697558947,-1.4310405546683445,2.9299123723114553,-2.264547460988197,1.8424536933354094,-0.5295905799911413,0.735640869926731,1.4467927776198808,1.6963923162122954,0.846815279842779,-2.8005200344512184,-3.864374471899634,0.6348916327394958,-2.6930212845048773,-1.4664924421948655,2.2249264865373526,79.78014
1.5267235427345478,1.248076998292788,0.17632846685133302,-1.9179661882843575,-0.4309875196561028,1.3482445897630697,-0.06567883134889202,-1.2852579164845872,0.513984189864931,0.4900587015327339,-0.6951650253861471,1.0633680593304256,0.27862201760619176,0.8570533725674724,-4.1202949978513095,-1.5932106388974705,3.7047100238400175,-2.746622092473541,0.6779646078206094,1.3307556492142387,-0.1499680548501845,3.615563557858481,0.12752035488495705,0.17684498938370902,-4.894455610180261,-1.228997553728811,0.6793137757459725,-4.568329960261122,-1.882884263109956,1.3867674344982512,79.77541
1.6720976774049974,0.6766990363446448,-1.5438701480296801,-1.8827491249410984,2.3478272493590246,3.2203860565721354,0.1239205317765813,-0.8141182338076974,-0.62815279167284,-0.896850520679404,-0.9361732711180909,0.38127404901904133,1.299304575490199,0.1213364545568355,-2.6065457793416753,-0.10369460607250469,2.3998436664585783,-0.43125588590737873,3.5068973124044622,-1.9384126937793105,0.977433604842376,3.5264203931236464,1.7867749192904177,-0.6664101271084645,-2.5725005599843715,-3.3002717430785506,0.9743702989253823,-2.750769743585705,-2.8064894127992677,1.5879747049127504,79.71722
1.5086033727327166,0.23164290010695365,-0.0912509651751036,-0.6303196803941621,2.714809702084206,2.7217105502836,-0.11375809053713545,-0.5559347070994227,-0.9300970465040292,-0.0006945242426698479,-2.630858542835541,-1.018774148418738,0.4257099371932417,1.7346085716053323,-1.6097060567462511,-1.3812679344672336,2.7804788786972585,-2.1987940606624217,1.7401338567188933,-0.48680025649527653,0.6815369590037268,1.2716302238326493,1.592710394253372,0.8462223663641661,-2.6646038013884743,-3.7294202578035645,0.6306400036253448,-2.5563043226442206,-1.3975142517728074,2.211390331313506,79.584404
2.9451944426905308,-1.5517148320148668,-2.680582412545246,-2.366393947237004,1.8769277342240798,4.231818322156535,1.0183058931889393,0.03323357788802883,-1.6354143997090869,-0.5163520639441215,-1.3002219145650562,1.288920474073769,2.281270974180627,2.058674525247267,-2.6987017997855918,1.0768153490952108,2.2104301553724595,-1.542348214398168,1.8892135037293165,-0.03359719146087292,-1.0317085273473001,2.5082879581741633,3.3118545828133366,0.32327009856729527,-1.2664731222817693,-1.1873113444319339,0.1266329982703464,-3.0010485645301035,-1.7599485430357165,-0.46681958283510794,79.57419
2.373664363363615,0.768520190849379,-1.027069393487238,-1.1326991816091536,1.8869038118413535,4.498372174979759,0.8070619558973091,1.1827463338171742,-0.3891310631729946,0.5224498454028491,-0.79904948119886,-1.062885791075054,0.7826966441081511,2.514405563523356,-3.289669086290491,-3.086341324998312,3.8540131423388697,-0.9983447080041097,3.4810260735993497,-0.3481689512392963,1.9162596969878045,4.233882572789289,1.8799988218493602,0.4871505115468726,-2.124148242513253,-1.8764153342052863,-0.6629744802697936,-0.7772067246421461,-0.7697584756307451,-0.03108879197118669,79.56152
